user_id	user_ground_truths	user_top_k_prediction
29784	[34866, 40212, 10411, 37863, 34045, 16998, 34043, 17912, 6029, 3732, 9374]	[12319, 6559, 10411, 3732, 8773, 10323, 32219, 9374, 6029, 15418, 9291, 34045, 8792, 13874, 40212, 9861, 17895, 16998, 34866, 37863, 8791, 10306, 17912, 8632, 33681, 10305, 10324, 13915, 1594, 18649, 10296, 39149, 3795, 34043, 40087, 8047, 11376, 33368, 10309, 18763, 13141, 18669, 33947, 8052, 4582, 23490, 17910, 17005, 15410, 458, 11353, 11362, 30290, 8686, 8631, 12302, 8060, 20911, 28351, 190, 8682, 12284, 31926, 23740, 13906, 18662, 8053, 9365, 22674, 8806, 17906, 29237, 33367, 8057, 8795, 6385, 15427, 13132, 12283, 8803, 15419, 32914, 40866, 9701, 11379, 8594, 8666, 13912, 40939, 20904, 11354, 1467, 13320, 10280, 5636, 33047, 21039, 13144, 11377, 8664]
29785	[26679, 31724, 27707, 40579, 21155, 23120, 21149, 25376]	[21178, 8849, 31724, 25639, 26679, 21155, 20727, 25376, 25636, 25643, 40579, 21149, 21158, 21122, 39346, 27707, 20725, 20754, 36767, 20712, 28047, 23120, 37846, 38619, 20680, 20741, 20683, 22211, 27107, 21176, 21324, 27849, 27875, 29541, 29754, 23030, 31373, 20681, 22722, 21157, 25648, 27106, 22131, 20753, 21577, 21700, 20743, 26683, 22127, 21551, 21116, 39668, 25687, 26678, 39400, 29297, 26833, 21177, 27850, 21548, 32478, 27848, 23116, 20730, 37018, 20690, 28054, 23112, 22194, 22120, 22133, 25646, 36606, 25341, 21174, 29307, 20688, 29734, 29730, 29748, 21579, 21528, 32094, 21590, 21347, 29298, 30578, 28507, 36204, 28048, 21703, 21138, 21150, 22642, 39537, 20718, 21167, 39411, 31920, 35193]
29786	[16201, 3426, 35026, 35023, 35022, 19519, 13867, 38149]	[3419, 3426, 31278, 10603, 15137, 19513, 19519, 26910, 35028, 35024, 34833, 29935, 34496, 3428, 13759, 19518, 10606, 16203, 32155, 34497, 35023, 19517, 37447, 33991, 35022, 13867, 3424, 31837, 32677, 3429, 38149, 15139, 37694, 35026, 38673, 33497, 19514, 19520, 26906, 16039, 19516, 3430, 15755, 33496, 9423, 26907, 37604, 32676, 10604, 15756, 35027, 9425, 26905, 16201, 34495, 13865, 26911, 31279, 34358, 9424, 39271, 13758, 26908, 34982, 15138, 16202, 20208, 35765, 10605, 35025, 13869, 13866, 33993, 19515, 15135, 34981, 39034, 26904, 16204, 30523, 35540, 3425, 33990, 34980, 33981, 36936, 3427, 15142, 26909, 30522, 13870, 7269, 15140, 35897, 13760, 18378, 30524, 30720, 37603, 30130]
29787	[12013, 7611, 38327, 718, 7914, 2493, 1837, 2525, 283]	[718, 2525, 5452, 3011, 283, 1811, 2493, 9778, 7611, 38327, 2971, 7914, 12730, 11880, 12013, 9163, 3549, 6121, 2337, 18467, 26530, 1837, 3552, 5030, 7916, 4946, 141, 5225, 559, 5256, 9808, 3551, 5172, 25514, 3261, 1264, 19283, 20443, 3192, 23263, 4930, 9776, 9779, 10694, 5344, 18458, 5079, 5343, 10082, 10081, 18066, 4939, 719, 15263, 5440, 5077, 20421, 720, 7912, 10068, 19229, 5226, 160, 11931, 4944, 20182, 10689, 1023, 5250, 12399, 6120, 12012, 19215, 6110, 13839, 3191, 18463, 12445, 35332, 1609, 17030, 10053, 5244, 6037, 17032, 1537, 20416, 9832, 1538, 5237, 19194, 23049, 25888, 838, 6122, 4430, 20431, 13065, 8348, 13929]
29788	[30127, 10620, 10636, 15782, 33, 30128, 15783, 8940, 16694, 8900, 10645, 8010, 3598, 15780, 15766, 15843, 8116, 3604, 25654, 15837, 8931, 8941, 15777, 25657, 29210]	[48, 8931, 3601, 3598, 18, 3591, 22, 30128, 11, 31, 8013, 8133, 16694, 36, 10626, 8912, 13, 8900, 50, 4684, 10645, 45, 8132, 3604, 8009, 32, 10660, 8906, 8941, 10649, 7998, 37, 49, 19, 25650, 17, 15843, 4687, 15841, 8936, 8918, 8117, 16, 8913, 13045, 15770, 8135, 25663, 8940, 17628, 9, 10620, 33, 25657, 10644, 10647, 20951, 8146, 10627, 8003, 20374, 4685, 10656, 8010, 15780, 4682, 17643, 21, 13003, 35, 17644, 25, 11669, 11672, 29207, 15837, 15848, 30127, 8118, 13031, 10621, 8005, 8004, 29210, 10636, 15783, 10623, 15820, 8136, 16706, 26228, 15782, 19128, 15777, 8115, 3605, 29, 18818, 16710, 8134]
29789	[5079, 8348, 3549, 11989, 37851, 4946, 5030, 8347, 10081, 9778, 8345, 718, 16954, 283, 7408]	[718, 4946, 3549, 9778, 5079, 5030, 5452, 6121, 5226, 18458, 10082, 19541, 12399, 3551, 5343, 5440, 283, 5344, 2971, 8348, 20421, 3011, 5256, 10081, 5225, 19250, 13609, 9808, 18467, 11989, 12730, 141, 4947, 8345, 18451, 8347, 5237, 17030, 30337, 7408, 5065, 16954, 13072, 4944, 13065, 37851, 17499, 9163, 16000, 5246, 18061, 13300, 1004, 11933, 4939, 5223, 5342, 18058, 4952, 17191, 10694, 5250, 11880, 35331, 7916, 18463, 15998, 3554, 12445, 51, 3261, 38270, 35508, 4962, 20448, 1023, 18059, 26530, 12012, 18454, 16978, 19248, 20470, 25514, 18449, 17034, 5077, 5230, 13257, 35332, 8183, 20456, 20139, 5251, 4964, 719, 4956, 4974, 19542, 6123]
29790	[12284, 20325, 39487, 20388, 10278, 10282, 9393, 13874, 9395]	[10278, 20388, 12319, 9393, 13874, 9395, 1469, 39487, 6559, 13915, 20325, 12284, 10282, 8802, 9861, 8773, 18649, 8791, 10323, 3732, 6624, 10225, 3795, 1466, 458, 2263, 15418, 10411, 12273, 15419, 1594, 18669, 18756, 8632, 13136, 190, 1611, 6942, 10324, 4570, 13324, 9291, 12150, 10280, 8610, 18650, 10303, 6385, 8674, 2361, 8614, 4584, 12302, 5636, 8052, 12265, 10306, 23740, 559, 12180, 5393, 4571, 10309, 4565, 22674, 11382, 8688, 22700, 20390, 8059, 4582, 20391, 8828, 13912, 5423, 4629, 23493, 18764, 8060, 33837, 8600, 6375, 1467, 10305, 11353, 10227, 27816, 8792, 18550, 19778, 32219, 8682, 17899, 3045, 13906, 2190, 9701, 8633, 4579, 2265]
29791	[31337, 4995, 4994, 1500, 5430, 1508, 1506, 6733, 17175, 17201, 32001, 1509, 17126]	[1500, 1509, 1502, 5430, 1493, 7120, 5198, 4995, 17175, 1513, 1508, 8410, 1537, 21841, 1503, 1504, 4994, 1506, 12478, 1277, 12482, 276, 12476, 5174, 13277, 5131, 3800, 17201, 1279, 1463, 32001, 28896, 17126, 17352, 258, 31337, 24591, 13035, 256, 1546, 257, 32598, 5172, 8570, 12627, 722, 4342, 6733, 17393, 2647, 1526, 13386, 12329, 255, 21682, 7118, 37410, 5195, 8402, 3803, 12261, 1314, 1492, 11837, 13493, 5370, 1511, 5181, 22858, 5180, 251, 20997, 8463, 28084, 8388, 5437, 17391, 5369, 4362, 20615, 1515, 12474, 39320, 28568, 20087, 20376, 5434, 8397, 12639, 1683, 250, 14329, 3413, 3810, 253, 39163, 13363, 5691, 12622, 5435]
29792	[24582, 25268, 26668, 26961, 17406, 29551, 23705, 26061, 25307]	[21536, 17406, 26668, 25307, 26961, 26061, 23705, 24582, 25148, 29551, 22719, 12190, 25268, 37916, 21181, 24590, 26959, 21856, 22562, 23902, 23154, 21696, 21933, 21909, 23188, 24535, 24887, 39473, 29764, 23207, 22575, 24505, 22585, 31826, 23717, 23665, 23903, 25754, 23200, 25116, 26960, 23502, 26839, 23214, 22966, 21913, 22530, 22589, 21516, 22145, 22143, 25752, 22363, 27659, 22602, 29836, 22278, 25182, 10880, 21921, 24319, 23117, 25720, 24296, 25693, 22436, 25902, 26841, 24310, 32092, 31811, 23914, 21912, 24686, 10882, 25294, 31825, 22669, 22882, 23028, 24965, 22376, 26063, 20726, 23202, 27652, 24495, 22919, 21126, 23205, 37915, 23233, 32972, 22952, 22880, 26351, 23709, 24497, 24089, 28185]
29793	[35508, 25784, 39877, 23053, 11996, 13609, 15998, 5440, 5343, 5344, 23066, 19173, 25804, 40874, 18092, 18101, 29555]	[718, 4946, 5452, 3549, 5079, 9778, 5343, 5030, 18458, 5344, 6121, 19541, 5440, 5226, 2971, 10082, 13609, 3551, 12399, 16000, 5256, 5225, 39877, 10081, 35508, 5250, 20421, 18061, 25804, 5065, 5342, 9808, 18058, 8348, 4939, 5246, 18451, 9832, 15998, 5237, 19173, 40874, 11996, 18101, 4974, 4952, 3011, 6123, 18457, 4962, 25784, 23066, 25776, 23053, 5240, 19250, 5251, 17499, 4959, 4947, 4943, 19022, 18092, 4938, 23262, 13072, 20470, 17030, 13300, 17191, 12012, 4944, 5230, 5229, 30337, 11989, 17034, 8347, 4948, 11042, 5338, 3554, 3553, 10830, 19707, 20456, 5345, 18464, 38270, 25897, 29556, 23065, 22312, 19237, 25803, 18447, 4964, 22299, 4960, 12440]
29794	[33977, 7750, 11870, 10413, 674, 20296, 675, 8318, 11519, 2947, 917, 1979, 1067, 25407, 16338, 928, 1077, 7636, 15762, 15761, 38884, 1906, 34519, 8308, 8014, 12006, 12005, 10035]	[1843, 673, 917, 675, 1077, 1076, 674, 969, 1906, 1933, 11789, 571, 934, 928, 2525, 1758, 1078, 4186, 1853, 1855, 628, 10414, 1067, 1087, 8308, 12006, 15761, 1762, 1857, 2637, 34519, 1845, 7636, 4003, 468, 28092, 10035, 4037, 874, 924, 929, 5126, 5125, 2278, 10413, 38884, 11439, 11870, 6042, 12005, 691, 10435, 8318, 15762, 10412, 1979, 4036, 1754, 14719, 3829, 16670, 16338, 4111, 6687, 1711, 12559, 877, 18004, 4048, 11519, 8014, 970, 7897, 29888, 1959, 2397, 6751, 10448, 1851, 16645, 744, 3594, 686, 19666, 1849, 1930, 3928, 14477, 4181, 1881, 20051, 1847, 1850, 1042, 1955, 631, 687, 591, 1844, 16035]
29795	[559, 370, 176, 1831, 13907, 2526, 1613, 20527, 3031, 11112, 774, 772, 2291, 20557, 35925]	[529, 559, 192, 309, 2319, 176, 316, 1831, 205, 805, 2310, 2526, 1795, 4598, 549, 3031, 4519, 774, 1430, 1613, 553, 1553, 35008, 17066, 20557, 302, 408, 300, 6372, 301, 317, 315, 318, 374, 2291, 198, 478, 38562, 187, 772, 314, 370, 189, 319, 546, 11112, 13907, 2511, 310, 20527, 208, 558, 369, 35001, 291, 1428, 4622, 2673, 2466, 620, 35925, 7417, 311, 194, 20836, 6599, 3092, 2472, 292, 3071, 11694, 203, 2301, 619, 536, 801, 15555, 765, 2660, 294, 17017, 2474, 296, 36803, 298, 34998, 2510, 1421, 197, 24776, 1571, 2252, 35006, 2567, 1601, 6589, 6624, 2483, 331, 1615]
29796	[33954, 18357, 5923, 34814, 11883, 5961, 14901, 16161, 27391, 40390, 5163, 5164]	[5928, 5926, 978, 6452, 5162, 14071, 5923, 6453, 569, 5879, 5163, 18384, 34814, 14062, 27364, 18368, 570, 23752, 5935, 5961, 28315, 5851, 4531, 20548, 16161, 14901, 5951, 14059, 18357, 11883, 18790, 14895, 33954, 14932, 27391, 20310, 14887, 4529, 14067, 14075, 5905, 14892, 27420, 5896, 14092, 5925, 977, 14096, 14065, 14082, 28840, 5164, 14106, 14095, 14905, 14908, 18365, 5950, 5930, 28848, 5958, 15347, 5920, 5166, 32899, 14077, 36525, 40390, 40472, 27374, 29267, 14896, 20612, 18359, 28847, 14098, 5953, 5939, 36926, 23753, 18376, 2446, 5938, 5918, 28580, 2444, 5854, 5870, 5864, 35536, 33944, 18635, 5929, 5932, 28581, 18375, 3212, 14116, 21842, 27375]
29797	[13275, 7335, 30952, 18886, 18885, 9569, 25771, 9567]	[18885, 25771, 18886, 7335, 51, 978, 9567, 2220, 9569, 13275, 30952, 40900, 1546, 18637, 15614, 31257, 9570, 455, 17748, 4294, 6423, 248, 32753, 1537, 5172, 283, 9568, 1609, 21569, 15617, 24361, 1500, 15205, 9566, 33537, 5162, 18633, 242, 14744, 15532, 31277, 12727, 4327, 29255, 247, 10694, 13648, 21568, 249, 32180, 2976, 13881, 11629, 29256, 8717, 13880, 1545, 15561, 22101, 8170, 35881, 29257, 1317, 2538, 1011, 21197, 4994, 23434, 21307, 22058, 34064, 33294, 15613, 6452, 6451, 6455, 32376, 18125, 18853, 30775, 28699, 250, 269, 4848, 29258, 18636, 15618, 8266, 29254, 21440, 28933, 21439, 5438, 5880, 17803, 30397, 29262, 39493, 9166, 12634]
29798	[5412, 38111, 39681, 2255, 33517, 6409, 33961, 29274, 1617, 16997, 15473]	[1617, 2510, 10350, 16997, 9626, 20249, 6398, 8890, 6630, 2255, 5412, 15473, 29274, 8622, 4519, 33961, 6387, 452, 6389, 11704, 27822, 9606, 33517, 9639, 9634, 534, 9830, 6409, 38111, 9652, 6393, 15411, 6638, 6573, 8593, 10383, 527, 39681, 2292, 39899, 2315, 6399, 2242, 31972, 5421, 9648, 6412, 13669, 24786, 10247, 35639, 16889, 6371, 10362, 28225, 2269, 531, 6374, 9356, 9647, 6391, 20702, 6632, 6370, 19552, 6631, 2266, 6388, 6414, 559, 6377, 309, 12322, 2265, 5632, 6640, 34000, 5377, 7384, 33376, 9609, 32813, 9621, 6396, 6654, 15416, 6373, 10410, 9651, 38054, 12549, 18144, 6586, 3075, 15880, 19401, 10798, 15907, 6376, 20703]
29799	[36737, 7643, 7649, 7449, 27459, 24931, 14639, 13816, 4888, 11846, 26737, 23314, 5027, 4876, 35634, 33616, 14993, 4899, 5018]	[2337, 7643, 4813, 4890, 3154, 19309, 7987, 7649, 4543, 4796, 3152, 7455, 11846, 4888, 9964, 26737, 14637, 14993, 15000, 14639, 7449, 4876, 4899, 9971, 5018, 5607, 7859, 21443, 3607, 14041, 13816, 14037, 27459, 5027, 8304, 4242, 3610, 4854, 19861, 5604, 4774, 33616, 35634, 5028, 12031, 4753, 24931, 7873, 4785, 3230, 22866, 7889, 33022, 36737, 14981, 20711, 4495, 8532, 2334, 14976, 21444, 3617, 8542, 15235, 3398, 21278, 10859, 16335, 4885, 10868, 17227, 13987, 3611, 14994, 27686, 16568, 4863, 4905, 12916, 23314, 7867, 32959, 4887, 30920, 7882, 12415, 12974, 28562, 4910, 23816, 4718, 32009, 25533, 9970, 4891, 33548, 4851, 35208, 4857, 2373]
29800	[5632, 24321, 176, 293, 205, 7378, 39656, 10384, 194, 5389, 4654, 809]	[559, 192, 805, 176, 4519, 293, 4654, 205, 529, 372, 2141, 809, 187, 198, 5389, 307, 546, 2136, 194, 5632, 553, 2510, 208, 325, 189, 305, 406, 369, 3071, 10384, 24321, 306, 802, 1428, 296, 1421, 3092, 301, 2292, 2242, 1553, 1706, 7378, 1571, 2359, 4657, 412, 370, 810, 15230, 2526, 1555, 5421, 15893, 4640, 4656, 410, 5423, 4623, 756, 373, 619, 3420, 9356, 5617, 2362, 2360, 2464, 6389, 6372, 2474, 39656, 3421, 8155, 2132, 2127, 3044, 323, 206, 6589, 203, 8884, 761, 4628, 7347, 556, 1619, 13323, 1473, 6630, 3105, 9626, 2310, 3052, 547, 4610, 620, 15904, 814, 797]
29801	[3607, 3616, 4764, 5036, 5035, 5037, 3617, 40674, 16664, 5054, 4785, 3609, 4818, 12120]	[3607, 3617, 4818, 3616, 4764, 4785, 4820, 5017, 6760, 5047, 4738, 4766, 16664, 4729, 3609, 4827, 3618, 4829, 4792, 5056, 4819, 12110, 4798, 12111, 12112, 6757, 4873, 3611, 19447, 8415, 4871, 12120, 4830, 40674, 18558, 4824, 5036, 8418, 4828, 16849, 4826, 5048, 5041, 4769, 4732, 6756, 6761, 5035, 40965, 4722, 5054, 12124, 16640, 16869, 5037, 4822, 6758, 4728, 4726, 36357, 16864, 6764, 16643, 15335, 16641, 4787, 16637, 4825, 12106, 16877, 18559, 6778, 12109, 12105, 4770, 4730, 5053, 4821, 37217, 4767, 32662, 16862, 4786, 12107, 12108, 16667, 4725, 40430, 4803, 32824, 4872, 4739, 34024, 6777, 6773, 4799, 5050, 4736, 20148, 16668]
29802	[17222, 1463, 17357, 17385, 32457, 17150, 8498, 19418, 8499, 14325, 15013, 37436]	[3810, 1463, 1500, 8499, 5685, 14325, 8498, 2932, 15013, 5430, 37436, 14322, 1504, 17222, 1537, 1509, 1487, 17385, 17357, 8474, 19418, 3809, 7120, 20615, 722, 32457, 2649, 6081, 3409, 1284, 5131, 3800, 17380, 1314, 24591, 5691, 38422, 8411, 39791, 17214, 15064, 14911, 20980, 1513, 8468, 2933, 14320, 1683, 6079, 8482, 18240, 17150, 12624, 1549, 36782, 1311, 17146, 4671, 8470, 23822, 5174, 17391, 1493, 258, 6077, 1277, 8469, 32620, 17147, 14326, 256, 17128, 4994, 6733, 17132, 28620, 17155, 257, 13491, 1685, 4361, 27346, 5195, 14323, 1502, 8030, 14829, 17349, 14329, 5946, 8393, 12627, 13277, 8031, 32374, 17216, 8453, 1492, 3171, 1515]
29803	[21072, 11581, 29659, 21099, 21106, 21461, 11584, 21751, 21785, 21839, 28346, 29658, 28341]	[21461, 1650, 11600, 21839, 11584, 21099, 21074, 29441, 21451, 22843, 21450, 22847, 11576, 21095, 21106, 29659, 11581, 21827, 21072, 13727, 23562, 21091, 16109, 23563, 29658, 21452, 16232, 21464, 28340, 21788, 33636, 11598, 24340, 11585, 33490, 28342, 21745, 21088, 3341, 21102, 21836, 21837, 21741, 23556, 21743, 3344, 22844, 11589, 21798, 28341, 21828, 17594, 28346, 21831, 21762, 21806, 11574, 21092, 26543, 21751, 11588, 3336, 11579, 21785, 11595, 32851, 26206, 11582, 29442, 24338, 21804, 23560, 21073, 21468, 24336, 21750, 21781, 25420, 11573, 33647, 23552, 21816, 26545, 33640, 21744, 24339, 21805, 30423, 11596, 32849, 16108, 21097, 21467, 1660, 21791, 21466, 30804, 18285, 23557, 21833]
29804	[25309, 22892, 22406, 21934, 22912, 22649, 21535, 22882]	[21536, 21913, 12190, 17406, 22919, 21909, 22882, 21934, 21695, 21696, 21933, 21912, 22719, 22649, 22651, 22406, 21535, 23154, 22880, 22883, 25309, 17405, 22879, 22387, 22831, 22380, 22562, 23028, 12188, 21128, 22438, 22912, 24230, 22524, 22884, 22961, 22509, 10879, 21948, 24529, 23214, 22436, 22892, 22669, 21172, 24070, 22623, 22364, 24580, 23539, 22929, 25116, 22839, 21856, 23015, 23509, 12186, 22578, 24260, 23293, 25080, 22513, 22952, 23715, 22405, 24512, 22372, 24295, 21516, 22980, 24979, 10880, 22585, 23002, 22644, 24156, 21154, 21142, 23712, 24306, 22278, 22435, 22370, 24430, 23234, 22413, 26382, 22369, 21126, 27588, 24252, 27647, 22632, 24590, 22521, 26492, 24046, 23396, 24522, 22409]
29805	[16719, 9916, 16717, 34401, 9918, 9919, 34533, 34864, 34534, 17875, 16720, 30572, 16716, 16729, 16732, 30569]	[9916, 9918, 8861, 16732, 9920, 16720, 27226, 16717, 16724, 8860, 16725, 22764, 30884, 16715, 22768, 16727, 16711, 34864, 9919, 30811, 33204, 27227, 20816, 22772, 22767, 34533, 30568, 16723, 16714, 32580, 30569, 22769, 22773, 16729, 22766, 32541, 16730, 33203, 17875, 17877, 16726, 22770, 17571, 16731, 9917, 30573, 16719, 20811, 30590, 35166, 16722, 30570, 16718, 16716, 32579, 30886, 22776, 34401, 27225, 31694, 16712, 29833, 32607, 23415, 16713, 29832, 30885, 30572, 32608, 20679, 31528, 22771, 20339, 16739, 20815, 8858, 33699, 19006, 16741, 8859, 31801, 32522, 17876, 32890, 16728, 16742, 30571, 16721, 20678, 16733, 30828, 22780, 20812, 20534, 22778, 22779, 19669, 19670, 34534, 30887]
29806	[22800, 20807, 34580, 22801, 20821, 37929, 9914, 19654, 7547, 25834]	[7546, 8847, 21287, 7550, 22800, 20807, 8868, 9914, 20539, 20541, 19654, 20822, 20814, 20821, 7547, 19007, 19006, 22801, 20823, 20810, 7548, 9918, 29876, 19670, 20536, 30741, 19653, 20531, 20820, 20825, 7545, 19669, 34580, 9920, 21328, 19652, 25834, 34581, 39472, 16711, 23406, 20813, 20540, 21376, 8848, 20535, 20532, 20819, 20537, 23815, 20818, 21377, 20542, 37929, 20543, 36831, 21374, 32256, 37714, 28496, 20545, 20538, 31126, 35173, 24096, 20816, 31238, 19109, 31071, 20812, 31075, 25853, 31069, 17570, 34572, 32578, 20544, 29877, 34571, 31072, 22799, 31073, 30591, 34721, 25852, 31074, 23400, 20824, 9916, 32542, 31070, 34815, 28495, 8861, 22802, 19004, 22807, 7549, 22806, 31076]
29807	[26596, 21262, 36928, 26591, 26592, 26586, 35805, 26886, 26600, 36004, 36931, 26593, 13264, 38550, 23655, 32388]	[4198, 4194, 13722, 12340, 26887, 4200, 28601, 26592, 18957, 13263, 23655, 26589, 21262, 26596, 23656, 26590, 26594, 36928, 35805, 36933, 35800, 36563, 34703, 4197, 26588, 26884, 26597, 35799, 36932, 36797, 32388, 4196, 35803, 36930, 13264, 36004, 19379, 26600, 32991, 13262, 15741, 35806, 35797, 37272, 26886, 35802, 36927, 26599, 26591, 37935, 13269, 35798, 13034, 26586, 13270, 37615, 26587, 34702, 26883, 13268, 35796, 13267, 26885, 20998, 38550, 35795, 13265, 32387, 36929, 34377, 35801, 26595, 36931, 39539, 27087, 26593, 35910, 36003, 35804, 37936, 26598, 4199, 3591, 19380, 39902, 19383, 31537, 18702, 40768, 15854, 28708, 8273, 36524, 36, 23654, 18949, 23592, 18956, 22, 25396]
29808	[9615, 18748, 6929, 4519, 14253, 2321, 8592, 770, 24782, 16889, 19775, 403, 309, 558]	[309, 4519, 3059, 9650, 2510, 9615, 529, 2321, 478, 558, 14253, 2292, 6631, 16889, 19775, 1617, 11704, 2242, 770, 2345, 6379, 9639, 35001, 774, 6929, 534, 12549, 3068, 2461, 35008, 14815, 5377, 24782, 440, 2308, 1553, 8593, 8592, 6398, 6376, 35413, 2266, 3093, 8890, 2252, 9648, 24786, 39372, 2265, 446, 7384, 10410, 3030, 403, 1594, 10350, 30722, 8612, 9606, 3469, 5421, 18748, 3021, 35006, 7350, 8685, 5410, 20249, 13154, 16997, 9652, 310, 5412, 1437, 2302, 35000, 6640, 334, 2262, 7394, 3031, 10304, 2255, 3057, 11174, 31025, 1435, 6638, 524, 6595, 13669, 6558, 13139, 437, 3739, 15409, 13333, 10255, 7378, 20039]
29809	[31304, 34758, 27255, 25018, 31958, 25024, 39768, 28796]	[23297, 25018, 23348, 31304, 31958, 21520, 25024, 34758, 39768, 23884, 28742, 28796, 25028, 26645, 23298, 24414, 27255, 25029, 23350, 27296, 23343, 25032, 26643, 27293, 27516, 28795, 24420, 39000, 28747, 27252, 24419, 27511, 27312, 27243, 27241, 29137, 27257, 30819, 29135, 27288, 25031, 28750, 28753, 38997, 27259, 29136, 39001, 36956, 26446, 39265, 27310, 34554, 38752, 27304, 9588, 23916, 28768, 32246, 27326, 26055, 27246, 9584, 9589, 24400, 32097, 23108, 35176, 26127, 33383, 30837, 23341, 26049, 34557, 37175, 27265, 21519, 27256, 35496, 28793, 33682, 28783, 27212, 35570, 34558, 23921, 28810, 23340, 27266, 28835, 34022, 29839, 27308, 29142, 33690, 24409, 28741, 37176, 36952, 27324, 27313]
29810	[18547, 40226, 37863, 33367, 33681, 11377, 34047, 40212, 10411, 9365, 13141, 37767, 28072]	[10411, 13141, 9291, 40212, 9365, 33681, 12319, 33947, 11377, 1594, 37863, 40226, 34047, 37767, 15418, 6559, 11376, 18547, 33367, 32219, 13915, 4582, 3732, 28072, 39149, 8773, 20911, 23740, 13874, 8681, 6624, 5636, 18570, 10280, 13138, 1466, 8792, 11354, 8791, 10324, 27816, 9374, 11362, 40569, 17005, 10306, 13144, 458, 17895, 4579, 18649, 18757, 40087, 11353, 3795, 8053, 10309, 8803, 34867, 13143, 8799, 11385, 13308, 523, 13307, 31926, 8795, 11382, 18669, 4571, 4570, 30290, 8052, 14338, 10296, 13132, 8063, 13142, 2263, 9861, 6029, 8047, 8592, 8593, 18545, 9392, 6560, 18761, 12283, 8806, 11366, 12284, 8682, 6634, 18550, 18659, 10323, 4583, 33208, 10305]
29811	[3677, 15381, 2622, 2627, 30067, 11307, 36546, 16475, 16476, 39478]	[2627, 11307, 39478, 2622, 1302, 16475, 30067, 36546, 15381, 2541, 16476, 3677, 1393, 2616, 2555, 20005, 2597, 1307, 6232, 1260, 3664, 2554, 2553, 1182, 1636, 1288, 26820, 11652, 1292, 1199, 2598, 1805, 128, 2418, 1325, 6246, 1233, 1623, 4394, 19323, 2595, 36233, 180, 1299, 1211, 1303, 1190, 2455, 1183, 3751, 18262, 6247, 8173, 3697, 2180, 1637, 2580, 2478, 1252, 6158, 25414, 1665, 27177, 3718, 34568, 1231, 38857, 8812, 1702, 3432, 11137, 1230, 6281, 8161, 1212, 3687, 20016, 2614, 1174, 6367, 28039, 1191, 6099, 8213, 1240, 3711, 7445, 8163, 1109, 2607, 7091, 2536, 18971, 7443, 8166, 1189, 5631, 2421, 36967, 11177]
29812	[35839, 32582, 12849, 2679, 9316, 12851, 22715, 4231]	[9316, 2635, 12889, 12851, 2679, 4231, 12849, 25440, 12789, 32582, 35839, 28930, 12831, 12855, 15110, 9319, 12845, 22715, 18898, 14701, 13125, 12862, 9471, 23833, 17492, 2525, 2972, 16626, 9317, 8263, 739, 26799, 12848, 12850, 12853, 12879, 12872, 12788, 12871, 27431, 12863, 16634, 12858, 12846, 12852, 12787, 11792, 2056, 9733, 24947, 2786, 12856, 543, 12884, 14451, 30851, 19098, 23603, 34244, 12345, 37003, 17424, 12750, 18785, 878, 34790, 26800, 13405, 31475, 12746, 12861, 953, 12854, 36977, 16672, 861, 12869, 19280, 29915, 15213, 15120, 14443, 37591, 16662, 16628, 18284, 12753, 12735, 20130, 29116, 1061, 6657, 12834, 37064, 27433, 12755, 19483, 12859, 12885, 16413]
29813	[6079, 8498, 17200, 14911, 14322, 37660, 38422, 1314]	[14322, 3810, 6079, 722, 37660, 14911, 3809, 1314, 8498, 38422, 1500, 1463, 5685, 8429, 1537, 8411, 1546, 6077, 1284, 17200, 15013, 1268, 14321, 3409, 1685, 8393, 17391, 5430, 20980, 1683, 4994, 4361, 1509, 5172, 6081, 17380, 14329, 36781, 12621, 1504, 35454, 7120, 8495, 8474, 3410, 1684, 14829, 1309, 1549, 8470, 8028, 13467, 2932, 1277, 17128, 12626, 8388, 5429, 8543, 5174, 1487, 14326, 17159, 2649, 13458, 8451, 33788, 8482, 251, 8499, 14439, 1492, 14325, 14320, 5195, 12655, 1488, 8833, 8468, 17147, 32151, 17146, 39791, 28623, 36782, 2933, 32620, 1493, 17223, 8514, 14318, 12649, 14323, 17205, 37436, 28085, 14360, 17203, 21564, 14319]
29814	[33203, 16731, 8860, 22767, 16720, 8861, 9916, 16732, 33204, 16718, 16729, 22772, 33699, 22768, 16724, 16717, 31528, 16725, 22769, 22771, 30568, 17877]	[9916, 8861, 9918, 16732, 9920, 16720, 27226, 16717, 16724, 8860, 16725, 22764, 22768, 30884, 33204, 16727, 22767, 9919, 16715, 22769, 34864, 27227, 30568, 30811, 30569, 22772, 33203, 16723, 16714, 17877, 16731, 16711, 32580, 22773, 30590, 22766, 9917, 32541, 16729, 20816, 16718, 16719, 16730, 30573, 34533, 27225, 17875, 16716, 22770, 31694, 20811, 30570, 16712, 35166, 22776, 22771, 23415, 16726, 16713, 29833, 16739, 20339, 34401, 31528, 32579, 17571, 16722, 33699, 30886, 30885, 32608, 30572, 16728, 32607, 32522, 31801, 16741, 20534, 22780, 29832, 20679, 8859, 16721, 30828, 17876, 32890, 30571, 34400, 16733, 8858, 20815, 22779, 16742, 35875, 20678, 22775, 22778, 30887, 31529, 22774]
